$p=5$	$p=10$	$p=15$	$p=20$	$p=25$	$\text{FFT + Hann}$
0.007300293768822214	0.0077507107749348455	0.025649285194804004	0.044444264890720266	0.04565761755467948	9.300261388639258
0.007275246978384535	0.00738515267618928	0.025550226680748092	0.04847624964750064	0.04951689949276289	2.9914074486313877
0.007251376396673389	0.0070838036286047686	0.025645829834354778	0.05276513462615094	0.05371065975549971	0.8830596519325359
0.007228639145285553	0.006839681895784396	0.025927310371573677	0.057044931975505316	0.05801319873645631	0.528553668655634
0.007206993722548354	0.006647248812126882	0.026388258674849393	0.060953636185609714	0.06210229312380156	4.419063486627187
0.007186399963459112	0.006502199571718762	0.027023769242551895	0.06406850208147565	0.0655787864936847	10.98620996568329
0.00716681900308273	0.006401301478073523	0.02782951962189187	0.06598043417002403	0.068023081386923	10.439098436094442
0.007148213243234078	0.006342271981739604	0.02880076115497195	0.06639254550639533	0.06908337356637259	7.902076530405345
0.0071305463222765715	0.006323690527516757	0.02993119750333528	0.06520626076263832	0.06856891022449334	9.513582668792436
0.0071137830878729245	0.006344939668107148	0.031211749344232417	0.06255401613687106	0.06650835755472168	12.536075466355278
0.007097889572528606	0.0064061720995179615	0.032629237511424596	0.05876080997256771	0.06314377344942615	12.639408757578618
0.007082832971771618	0.006508301258991475	0.034165063431860716	0.05425371520662082	0.05886235352784617	7.2685970971854
0.007068581624816237	0.006653013913600497	0.03579402293633528	0.04946133385138929	0.05409858573370998	5.101338062960499
0.0070551049975610645	0.006842803755985044	0.03748344977993334	0.04474006855904313	0.04924715604534708	6.226128559969494
